monument,monumentLabel,monumentDescription,type,typeLabel,typeDescription,gps_coords,locationLabel,localidadeLabel,image
http://www.wikidata.org/entity/Q7237764,Praia da Arrifana,,,,,Point(-8.865 37.29277778),,,http://commons.wikimedia.org/wiki/Special:FilePath/Arrifana.JPG
http://www.wikidata.org/entity/Q7237764,Praia da Arrifana,,,,,Point(-8.865 37.29277778),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Arrifana.JPG
http://www.wikidata.org/entity/Q7237766,Praia da Carreagem,,,,,Point(-8.84215 37.35817),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Carriagem%20-%20Portugal%20%2826294151383%29.jpg
http://www.wikidata.org/entity/Q7237766,Praia da Carreagem,,,,,Point(-8.84111111 37.35861111),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Carriagem%20-%20Portugal%20%2826294151383%29.jpg
http://www.wikidata.org/entity/Q7237767,Q7237767,,,,,Point(-9.195638532 38.459943668),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Pipa%20-%20Portugal%20%2849593449773%29.jpg
http://www.wikidata.org/entity/Q7237768,Praia da Granja,uma praia em Portugal,,,,Point(-8.64833 41.0363),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Granja%20-%20Portugal%20%28232970391%29.jpg
http://www.wikidata.org/entity/Q7237770,Praia da Rocha Baixinha,"praia no concelho de Albufeira, Portugal",,,,Point(-8.1282 37.0737),,Albufeira,http://commons.wikimedia.org/wiki/Special:FilePath/View%20of%20Praia%20da%20Rocha%20Baixinha%2024%20September%202012.JPG
http://www.wikidata.org/entity/Q7237776,Praia das Adegas,,,,,Point(-8.8012 37.4392),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Adegas%20ou%20Odeceixe%20Sul%20-%20Portugal%20%2833105019432%29.jpg
http://www.wikidata.org/entity/Q7237778,Praia da Baía dos Tiros,"praia no concelho de Aljezur, Portugal",,,,Point(-8.81277778 37.40611111),,Aljezur,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Ba%C3%ADa%20dos%20Tiros%2011%20November%202013%20%283%29.JPG
http://www.wikidata.org/entity/Q7237778,Praia da Baía dos Tiros,"praia no concelho de Aljezur, Portugal",,,,Point(-8.81279 37.40664),,Aljezur,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Ba%C3%ADa%20dos%20Tiros%2011%20November%202013%20%283%29.JPG
http://www.wikidata.org/entity/Q7237778,Praia da Baía dos Tiros,"praia no concelho de Aljezur, Portugal",,,,Point(-8.81277778 37.40611111),,Aljezur,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Samouqueira%20-%20Portugal%20%2835380411801%29.jpg
http://www.wikidata.org/entity/Q7237778,Praia da Baía dos Tiros,"praia no concelho de Aljezur, Portugal",,,,Point(-8.81279 37.40664),,Aljezur,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Samouqueira%20-%20Portugal%20%2835380411801%29.jpg
http://www.wikidata.org/entity/Q7237779,Praia de Odeceixe,,,,,Point(-8.79777778 37.44222222),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Odeceixe%20Mar%2011%20November%202013%20%282%29.JPG
http://www.wikidata.org/entity/Q7237780,Praia de Vale Figueiras,"praia em Aljezur, Portugal",,,,Point(-8.865833333 37.252222222),,Aljezur,
http://www.wikidata.org/entity/Q7237780,Praia de Vale Figueiras,"praia em Aljezur, Portugal",,,,Point(-8.85972222 37.27027778),,Aljezur,
http://www.wikidata.org/entity/Q7237783,Q7237783,,,,,Point(-8.85972222 37.27027778),,Aljezur,
http://www.wikidata.org/entity/Q7237784,Praia do Burgau,,,,,Point(-8.775277777 37.071666666),,Faro,http://commons.wikimedia.org/wiki/Special:FilePath/East%20Praia%20Burgau.png
http://www.wikidata.org/entity/Q7237786,Q7237786,,,,,Point(-8.86194444 37.27555556),,Aljezur,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Penedo%20%281%29.jpg
http://www.wikidata.org/entity/Q7237787,Praia do Evaristo,"praia no município de Albufeira, Portugal",,,,Point(-8.30277778 37.07416667),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Evaristo%20Albufeira24%2009%202012.JPG
http://www.wikidata.org/entity/Q7237791,Praia de Vale dos Homens,"praia no concelho de Aljezur, Portugal",,,,Point(-8.82527778 37.3825),,Aljezur,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Vale%20dos%20Homens%20-%20Portugal%20%2841005322322%29.jpg
http://www.wikidata.org/entity/Q7237792,Praia de Monte Clérigo,,,,,Point(-8.85305556 37.34083333),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Monte%20Cl%C3%A9rigo%20-%20I.jpg
http://www.wikidata.org/entity/Q7272733,Praia do Quião,,,,,Point(-8.78301 41.40839),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Qui%C3%A3o%20Cabo%20de%20Santo%20Andr%C3%A9%20P%C3%B3voa%20de%20Varzim.jpg
http://www.wikidata.org/entity/Q7404416,Praia da Salgueira,,,,,Point(-8.7713 41.38324),,Póvoa de Varzim,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20Salgueira%20Ondas%20Povoa%20Varzim.jpg
http://www.wikidata.org/entity/Q7420473,Praia de Santo André,,,,,Point(-8.7872 41.4167),,Póvoa de Varzim,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Agu%C3%A7adoura.JPG
http://www.wikidata.org/entity/Q9671031,Cabedelo do Douro,,,,,Point(-8.66774 41.13961),,Vila Nova de Gaia,
http://www.wikidata.org/entity/Q49323587,Praia do Castelejo,,,,,Point(-8.94492 37.10003),,Vila do Bispo,http://commons.wikimedia.org/wiki/Special:FilePath/Entrance%20Praia%20do%20Castelejo%20Vila%20do%20Bispo%20Portuga.jpg
http://www.wikidata.org/entity/Q49323602,Praia da Almagreira,,,,,Point(-9.31387 39.37916),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Pedras%20Muitas%20ou%20da%20Almagreira%20-%20Portugal%20%2819462998702%29.jpg
http://www.wikidata.org/entity/Q49323605,Q49323605,,,,,Point(-8.82581 41.64784),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Amorosa%20-%20panoramio.jpg
http://www.wikidata.org/entity/Q49323608,Q49323608,,,,,Point(-8.666666666 37.083333333),,Faro,
http://www.wikidata.org/entity/Q49323631,Q49323631,,,,,Point(-8.930277777 37.011111111),,Faro,http://commons.wikimedia.org/wiki/Special:FilePath/Q49323631.jpg
http://www.wikidata.org/entity/Q49323634,Q49323634,,,,,Point(-9.415555555 38.957777777),,Lisboa,
http://www.wikidata.org/entity/Q49323638,Q49323638,,,,,Point(-8.9307 37.11981),,Vila do Bispo,
http://www.wikidata.org/entity/Q49323642,Praia da Boa Nova,,,,,Point(-8.71413 41.20229),,,http://commons.wikimedia.org/wiki/Special:FilePath/Q49323642.jpg
http://www.wikidata.org/entity/Q49323647,Q49323647,,,,,Point(-8.78013 41.40412),,,
http://www.wikidata.org/entity/Q49323659,Praia da Comenda,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.922556 38.509139),Serra da Arrábida,Setúbal,
http://www.wikidata.org/entity/Q49323668,Q49323668,,,,,Point(-9.058888888 38.440555555),,Setúbal,
http://www.wikidata.org/entity/Q49323671,Q49323671,,,,,Point(-8.380555555 37.098611111),,Faro,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Cova%20Redonda%20-%20Portugal%20%289570688813%29.jpg
http://www.wikidata.org/entity/Q49323672,Q49323672,,,,,Point(-9.47661 38.7267),,Lisboa,
http://www.wikidata.org/entity/Q49323673,Praia da Cruz Quebrada,praia no município de Oeiras,,,,Point(-9.25 38.7),,Lisboa,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Cruz%20Quebrada%20-%20Portugal%20%285909502705%29.jpg
http://www.wikidata.org/entity/Q49323675,Q49323675,,,,,Point(-9.41476 38.70082),,Lisboa,
http://www.wikidata.org/entity/Q49323703,Praia da Galé Oeste,"praia localizada no município de Albufeira, Portugal",,,,Point(-8.32281 37.08493),,Albufeira,
http://www.wikidata.org/entity/Q49323714,Q49323714,,,,,Point(-8.870277777 37.97),,Setúbal,
http://www.wikidata.org/entity/Q49323725,Praia da Luz,"praia no Porto, Portugal",,,,Point(-8.67963 41.15297),Foz do Douro,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20beachfront%20%284782115962%29.jpg
http://www.wikidata.org/entity/Q49323730,Q49323730,,,,,Point(-8.93956 37.00539),,Sagres,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Mareta%20-%20Portugal%20%2850617664797%29.jpg
http://www.wikidata.org/entity/Q49323743,Q49323743,,,,,Point(-8.909166666 37.153888888),,Faro,
http://www.wikidata.org/entity/Q49323767,Q49323767,,,,,Point(-8.96443 37.06893),,,
http://www.wikidata.org/entity/Q49323776,Praia da Rainha,praia in Cascais,,,,Point(-9.416666666 38.7),,Lisboa,http://commons.wikimedia.org/wiki/Special:FilePath/%E5%8D%A1%E6%96%AF%E5%8D%A1%E4%BC%8A%E6%96%AF%20-%20panoramio.jpg
http://www.wikidata.org/entity/Q49323781,Q49323781,,,,,Point(-9.416666666 38.7),,Lisboa,
http://www.wikidata.org/entity/Q49323787,Praia do Ribeiro do Cavalo,"Praia em Sesimbra, Portugal",,,,Point(-9.13025 38.432722222),Serra dos Pinheirinhos,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Ribeira%20do%20cavalo.jpg
http://www.wikidata.org/entity/Q49323826,Q49323826,,,,,Point(-9.427222222 38.9175),,Lisboa,
http://www.wikidata.org/entity/Q49323833,Praia das Bicas,"Praia em Sesimbra, Portugal",,,,Point(-9.192694444 38.463722222),,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20das%20Bicas%20-%20Portugal%20%2828833052267%29.jpg
http://www.wikidata.org/entity/Q49323838,Praia das Cascas,,,,,Point(-7.619444444 37.111388888),,Faro,http://commons.wikimedia.org/wiki/Special:FilePath/Tavira-IMG%2020210911%20114945.jpg
http://www.wikidata.org/entity/Q49323847,Q49323847,,,,,Point(-8.972777777 37.058611111),,Faro,
http://www.wikidata.org/entity/Q49323853,Q49323853,,,,,Point(-9.408333333 38.833333333),,Lisboa,
http://www.wikidata.org/entity/Q49323854,Q49323854,,,,,Point(-9.47 38.825),,Lisboa,
http://www.wikidata.org/entity/Q49323855,Q49323855,,,,,Point(-9.408333333 38.7),,Lisboa,
http://www.wikidata.org/entity/Q49323856,Q49323856,,,,,Point(-9.05 39.683333333),,Leiria,
http://www.wikidata.org/entity/Q49323869,Q49323869,,,,,Point(-8.25 37.083333333),,Faro,
http://www.wikidata.org/entity/Q49323873,Praia de Alvor,"praia na freguesia de Alvor, no concelho de Portimão, Algarve, Portugal",,,,Point(-8.6 37.122777777),,Faro,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Alvor%20-%20Portugal%20%2849756771263%29.jpg
http://www.wikidata.org/entity/Q49323897,Q49323897,,,,,Point(-9.279166666 38.7),,Lisboa,
http://www.wikidata.org/entity/Q49323909,Q49323909,,,,,Point(-8.65775 41.07672),,,
http://www.wikidata.org/entity/Q49323912,Praia de Gondarém,"praia no Porto, Portugal",,,,Point(-8.68187 41.15608),Nevogilde,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Q49323912.jpg
http://www.wikidata.org/entity/Q49323916,Q49323916,,,,,Point(-8.89476 37.04218),,,
http://www.wikidata.org/entity/Q49323934,Praia de Matosinhos,,,,,Point(-8.693054 41.1765),Matosinhos,Matosinhos e Leça da Palmeira,http://commons.wikimedia.org/wiki/Special:FilePath/Oporto%20%28Portugal%29%20%2824040648415%29.jpg
http://www.wikidata.org/entity/Q49323940,Praia de Miramar,,,,,Point(-8.6574 41.0671),,Vila Nova de Gaia,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Miramar%20Portugal%2001.jpg
http://www.wikidata.org/entity/Q49323980,Praia de Ribeira d'Ilhas,Praia em Riceira,,,,Point(-9.41969 38.98767),,Ericeira,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Ribeira%20d%27Ilhas%2001.jpg
http://www.wikidata.org/entity/Q49323981,Q49323981,,,,,Point(-8.824444444 37.065277777),,Faro,
http://www.wikidata.org/entity/Q49324022,Praia de Torre,praia em Cascais,,,,Point(-9.32277 38.67566),,Carcavelos e Parede,
http://www.wikidata.org/entity/Q49324026,Q49324026,,,,,Point(-8.7975 37.895833333),,Setúbal,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Vale%20Figueiros%20Pedra%20Casca%20Vieirinha%20-%20Portugal%20%282488975204%29.jpg
http://www.wikidata.org/entity/Q49324048,Q49324048,,,,,Point(-9.216666666 38.433333333),,Setúbal,
http://www.wikidata.org/entity/Q49324056,Q49324056,,,,,Point(-8.9 37.05),,Faro,
http://www.wikidata.org/entity/Q49324065,Q49324065,,,,,Point(-8.795833333 37.674722222),,Beja,
http://www.wikidata.org/entity/Q49324081,Praia do Canavial,,,,,Point(-8.67913 37.08392),,Lagos,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Canavial%20-%20Portugal%20%281622890500%29.jpg
http://www.wikidata.org/entity/Q49324085,Praia do Carneiro,"praia no Porto, Portugal",,,,Point(-8.67615 41.14847),Foz do Douro,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/O%20mar%20enrola%20nareia%20%288233531634%29.jpg
http://www.wikidata.org/entity/Q49324092,Praia do Castelo do Queijo,"praia no Porto, Portugal",,,,Point(-8.69022 41.16748),Foz,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Q49324092.jpg
http://www.wikidata.org/entity/Q49324114,Q49324114,,,,,Point(-9.383333333 39.116666666),,Lisboa,
http://www.wikidata.org/entity/Q49324116,Praia do Homem do Leme,"praia no Porto, Portugal",,,,Point(-8.68578 41.15968),Nevogilde,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Homem%20do%20Leme%20%281%29.jpg
http://www.wikidata.org/entity/Q49324133,Q49324133,,,,,Point(-8.724166666 41.238055555),,Porto,
http://www.wikidata.org/entity/Q49324135,Q49324135,,,,,Point(-8.92647 37.01855),,Vila do Bispo,http://commons.wikimedia.org/wiki/Special:FilePath/July%20Beaches%20Sagres%20Portugal%20-%20Geo%20Photography%201989%20End%20of%20Europe%20Atlantic%20Ocean%20-%20panoramio.jpg
http://www.wikidata.org/entity/Q49324139,Q49324139,,,,,Point(-8.918611111 37.136111111),,Faro,
http://www.wikidata.org/entity/Q49324140,Praia do Moinho,"praia em Carcavelos, Portugal",,,,Point(-9.32719 38.67631),,Carcavelos e Parede,
http://www.wikidata.org/entity/Q49324142,Praia do Molhe,"praia no Porto, Portugal",,,,Point(-8.68368 41.15788),Nevogilde,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Oporto%20%28Portugal%29%20%2825976188240%29.jpg
http://www.wikidata.org/entity/Q49324153,Praia do Ourigo,"praia no Porto, Portugal",,,,Point(-8.67706 41.15003),Foz do Douro,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20IMG%202346%20%2816871223468%29.jpg
http://www.wikidata.org/entity/Q49324172,Q49324172,,,,,Point(-8.66774 37.09455),,Lagos,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Pinh%C3%A3o%20-%20Portugal%20%2813413578633%29.jpg
http://www.wikidata.org/entity/Q49324187,Q49324187,,,,,Point(-9.416666666 39.066666666),,Lisboa,
http://www.wikidata.org/entity/Q49324199,Q49324199,,,,,Point(-9.473333333 38.821111111),,Lisboa,
http://www.wikidata.org/entity/Q49324211,Q49324211,,,,,Point(-8.978611111 37.045555555),,Faro,
http://www.wikidata.org/entity/Q49324239,Q49324239,,,,,Point(-8.788055555 37.518333333),,Beja,
http://www.wikidata.org/entity/Q49324249,Q49324249,,,,,Point(-7.794722222 37.036666666),,Faro,
http://www.wikidata.org/entity/Q49324251,Praia dos Coelhos,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.96941 38.48179),Serra da Arrábida,Setúbal,
http://www.wikidata.org/entity/Q49324252,Q49324252,,,,,Point(-9.425555555 39.004444444),,Lisboa,
http://www.wikidata.org/entity/Q49324254,Q49324254,,,,,Point(-9.39762 38.70206),,Lisboa,
http://www.wikidata.org/entity/Q49324256,Q49324256,,,,,Point(-9.35 39.3),,Leiria,
http://www.wikidata.org/entity/Q49324260,Praia de Galapinhos,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.96835 38.48387),,Setúbal,http://commons.wikimedia.org/wiki/Special:FilePath/PRAIA%20DE%20GALAPOS%20ARRABIDA.jpg
http://www.wikidata.org/entity/Q49324262,Praia dos Gémeos,praia em Cascais,,,,Point(-9.32933 38.67663),,Carcavelos e Parede,
http://www.wikidata.org/entity/Q49324264,Praia dos Ingleses,"praia no Porto, Portugal",,,,Point(-8.67852 41.15171),Foz do Douro,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20in%20november%20%288431798211%29.jpg
http://www.wikidata.org/entity/Q49324265,Praia dos Lagosteiros,"Praia em Sesimbra, Portugal",,,,Point(-9.214694444 38.423472222),,Sesimbra,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20dos%20Lagosteiros%20-%20Portugal%20%2849028336272%29.jpg
http://www.wikidata.org/entity/Q49324268,Q49324268,,,,,Point(-9.4585 38.84696),,Lisboa,
http://www.wikidata.org/entity/Q49324269,Q49324269,,,,,Point(-8.933333333 37.116666666),,Faro,
http://www.wikidata.org/entity/Q49324286,Q49324286,,,,,Point(-8.57823 37.11819),,Portimão,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20dos%20Tr%C3%AAs%20Irm%C3%A3os%20-%20Portugal%20%284793272312%29.jpg
http://www.wikidata.org/entity/Q49324296,Praia Formosa,praia no distrito de Lisboa,,,,Point(-9.38555 39.13172),,Silveira,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20Formosa%20-%20Portugal%20%28899314212%29.jpg
http://www.wikidata.org/entity/Q49324300,Praia Grande de Almograve,,,,,Point(-8.801944444 37.652222222),,Beja,
http://www.wikidata.org/entity/Q49324303,Q49324303,,,,,Point(-8.866666666 37.95),,Setúbal,
http://www.wikidata.org/entity/Q49324326,Q49324326,,,,,Point(-8.68894 41.17099),,,http://commons.wikimedia.org/wiki/Special:FilePath/Q49324326.jpg
http://www.wikidata.org/entity/Q49324379,Praia Vasco da Gama,"praia em Sines, Setúbal, Portugal",,,,Point(-8.86644 37.9536),,Sines,http://commons.wikimedia.org/wiki/Special:FilePath/Playa%20Vasco%20de%20Gama%2C%20Sines%2C%20Portugal%2C%202021-09-12%2C%20DD%2049.jpg
http://www.wikidata.org/entity/Q49324381,Q49324381,,,,,Point(-9.022777777 39.7775),,Leiria,
http://www.wikidata.org/entity/Q25418762,Praia do Vau,"praia no concelho de Portimão, no Algarve, Portugal",,,,Point(-8.55849 37.1197),,Portimão,http://commons.wikimedia.org/wiki/Special:FilePath/Praias%20do%20Vau%20e%20do%20Alem%C3%A3o%20%284314265710%29.jpg
http://www.wikidata.org/entity/Q25418785,Praia do Padre Vicente,,,,,Point(-8.48198 37.09899),,,
http://www.wikidata.org/entity/Q25418791,Praia do Portinho da Arrábida,Praia,,,,Point(-8.98386 38.47691),,Setúbal,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Portinho%2C%20Arr%C3%A1bida%2C%20Set%C3%BAbal%2C%20Portugal%2C%202022-07-21%2C%20DD%2012.jpg
http://www.wikidata.org/entity/Q25418812,Praia de Almádena,,,,,Point(-8.79509 37.06576),,Budens,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20das%20Cabanas%20Velhas%20-%20Portugal%20%2852728942518%29.jpg
http://www.wikidata.org/entity/Q25418840,Praia da Boca do Rio,"praia localizada no algarve na freguesia de Budens, que foi em tempos uma importante vila romana, subsistindo desta vestígios de frescos e de mosaicos, balneários, armazéns e uma fábrica de salga e conserva de peixe",,,,Point(-8.80926 37.06619),,Vila do Bispo,http://commons.wikimedia.org/wiki/Special:FilePath/Planta%20das%20ruinas%20romanas%20da%20Boca%20do%20Rio%20-%20Archeologo%20Portugues%20XV%201910.png
http://www.wikidata.org/entity/Q25418840,Praia da Boca do Rio,"praia localizada no algarve na freguesia de Budens, que foi em tempos uma importante vila romana, subsistindo desta vestígios de frescos e de mosaicos, balneários, armazéns e uma fábrica de salga e conserva de peixe",,,,Point(-8.80926 37.06619),,Vila do Bispo,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20Boca%20do%20Rio%20em%20Budens%2C%20Junho%202021.jpg
http://www.wikidata.org/entity/Q25418840,Praia da Boca do Rio,"praia localizada no algarve na freguesia de Budens, que foi em tempos uma importante vila romana, subsistindo desta vestígios de frescos e de mosaicos, balneários, armazéns e uma fábrica de salga e conserva de peixe",,,,Point(-8.80926 37.06619),,Vila do Bispo,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Boca%20do%20Rio%20-%20Budens%20-%202.%2028.09.2019.jpg
http://www.wikidata.org/entity/Q25418840,Praia da Boca do Rio,"praia localizada no algarve na freguesia de Budens, que foi em tempos uma importante vila romana, subsistindo desta vestígios de frescos e de mosaicos, balneários, armazéns e uma fábrica de salga e conserva de peixe",,,,Point(-8.80926 37.06619),,Vila do Bispo,http://commons.wikimedia.org/wiki/Special:FilePath/Ru%C3%ADnas%20Romanas%20da%20Boca%20do%20Rio%2011%20-%20Vila%20do%20Bispo%20-%2004-11-2019.jpg
http://www.wikidata.org/entity/Q18129063,Praia da Oura,praia localizada no município de Albufeira,,,,Point(-8.22244444 37.08525),,Albufeira,http://commons.wikimedia.org/wiki/Special:FilePath/P283%20Praia%20da%20Oura%20Albufeira%201%20May%202014.JPG
http://www.wikidata.org/entity/Q18986819,Praia do Barranco das Belharucas,,,,,Point(-8.178411111 37.089638888),,,
http://www.wikidata.org/entity/Q20053455,Complexo Balnear do Clube Naval do Funchal,,,,,Point(-16.93925 32.635333333),,,http://commons.wikimedia.org/wiki/Special:FilePath/Clube%20Naval%20do%20Funchal%2C%20Madeira%20-%206%20Aug%202012%20-%20DSC04204.JPG
http://www.wikidata.org/entity/Q20058875,Praia dos Beijinhos,"Praia no município de Lagoa, Algarve, Portugal.",,,,Point(-8.374444 37.100861),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20dos%20Beijinhos%20from%20boat.jpg
http://www.wikidata.org/entity/Q20059078,Meia Praia,,,,,Point(-8.655833 37.1125),,Lagos,
http://www.wikidata.org/entity/Q20059264,Praia da Saúde,Praia Urbana de Setúbal,,,,Point(-8.90609 38.51676),,Setúbal,http://commons.wikimedia.org/wiki/Special:FilePath/Playa%20de%20Set%C3%BAbal%2C%20Portugal%2C%202012-08-17%2C%20DD%2001.JPG
http://www.wikidata.org/entity/Q20059264,Praia da Saúde,Praia Urbana de Setúbal,,,,Point(-8.90609 38.51676),,Setúbal,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Sa%C3%BAde%2C%20Set%C3%BAbal%2C%20Portugal.jpg
http://www.wikidata.org/entity/Q20059280,Praia do Salto,,,,,Point(-8.79466 37.86015),,,http://commons.wikimedia.org/wiki/Special:FilePath/Q20059280.jpg
http://www.wikidata.org/entity/Q20059448,Praia de São Torpes,,,,,Point(-8.80619 37.92265),,,http://commons.wikimedia.org/wiki/Special:FilePath/No%20alentejo%20by%20senalbuquerque.jpg
http://www.wikidata.org/entity/Q20061515,Praia do Tonel,,,,,Point(-8.94796 37.00578),,Sagres,http://commons.wikimedia.org/wiki/Special:FilePath/Strand%20Praia%20do%20Tonel%204.jpg
http://www.wikidata.org/entity/Q20061734,Praia do Zavial,,,,,Point(-8.87048 37.04554),,,
http://www.wikidata.org/entity/Q20311183,Q20311183,,,,,Point(-8.23716667 37.08408333),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20dos%20Alem%C3%A3es%20Albufeira%205%20March%202015%20%281%29.JPG
http://www.wikidata.org/entity/Q20311600,Q20311600,,,,,Point(-8.23138889 37.08369444),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20dos%20Aveiros%205%20March%202015%20%285%29.JPG
http://www.wikidata.org/entity/Q20850788,Q20850788,,,,,Point(-8.769929 40.561094),,Aveiro,http://commons.wikimedia.org/wiki/Special:FilePath/Praia-da-Vagueira.jpg
http://www.wikidata.org/entity/Q20974193,Q20974193,,,,,Point(-8.24352778 37.08552778),,,http://commons.wikimedia.org/wiki/Special:FilePath/Albufeira%20%28Portugal%29%20%289953023346%29.jpg
http://www.wikidata.org/entity/Q49322998,Q49322998,,,,,Point(-8.81035 38.39381),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Comporta%20-%20Portugal%20%2849800392663%29.jpg
http://www.wikidata.org/entity/Q48873175,Praia da Azarujinha,,,,,Point(-9.38923 38.70065),,Lisboa,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20da%20Azarujinha%2C%20novembro%202017.jpg
http://www.wikidata.org/entity/Q48873221,Praia da Poça,praia de Portugal,,,,Point(-9.39216 38.70204),São João do Estoril,Cascais e Estoril,http://commons.wikimedia.org/wiki/Special:FilePath/Warm%20day%20in%20Estoril%20%2814037402471%29.jpg
http://www.wikidata.org/entity/Q48873277,Praia do Tamariz,,,,,Point(-9.40016 38.70264),,,http://commons.wikimedia.org/wiki/Special:FilePath/Costa%20do%20Estoril%20ao%C3%BBt%202017%2080%20%2836808840222%29.jpg
http://www.wikidata.org/entity/Q49321274,Q49321274,,,,,Point(-7.975555555 36.995),,Faro,
http://www.wikidata.org/entity/Q116739957,Praia Internacional,"praia no Porto, Portugal",,,,Point(-8.688888888 41.171111111),Nevogilde,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Menino%20faz%20surf.JPG
http://www.wikidata.org/entity/Q116740165,Praia do Aquário,"praia no Porto, Portugal",,,,Point(-8.686337 41.163304),Nevogilde,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20do%20Aqu%C3%A1rio%20-%20Porto%20-%20Portugal%20%286893461590%29.jpg
http://www.wikidata.org/entity/Q49388792,Q49388792,,,,,Point(-8.91545 38.51087),,,
http://www.wikidata.org/entity/Q52063350,Praia das Pastoras,"praia no Porto, Portugal",,,,Point(-8.674976 41.14747),Foz do Douro,"Aldoar, Foz do Douro e Nevogilde",http://commons.wikimedia.org/wiki/Special:FilePath/Porto%20-%20panoramio%20%2886%29.jpg
http://www.wikidata.org/entity/Q56348641,Praia de Algés,"praia em Algés, Portugal",,,,Point(-9.23106 38.69585),,,http://commons.wikimedia.org/wiki/Special:FilePath/Praia%20de%20Alg%C3%A9s.%2006-19.jpg
http://www.wikidata.org/entity/Q62126041,Praia de Galápos,"praia na Serra da Arrábida, Setúbal, Portugal",,,,Point(-8.964166666 38.484444444),,Setúbal,
