item,itemLabel,idwlm,localLabel,municipioLabel,fonte,cat,cats,button,tipos,classes
http://www.wikidata.org/entity/Q98706412,Edifício das Obras Públicas de Aveiro,DGPC-11634424,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/11634424 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=20434 SIPA],Edifício das Obras Públicas de Aveiro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Edifício das Obras Públicas de Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98706412&descriptionlang=pt&description=Edif%C3%ADcio%20das%20Obras%20P%C3%BAblicas%20de%20Aveiro%20-%20Aveiro%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CEdif%C3%ADcio%20das%20Obras%20P%C3%BAblicas%20de%20Aveiro]],edifício,sem protecção legal
http://www.wikidata.org/entity/Q105853965,"Edifício na Rua Eça de Queirós, n.º 1 a 3",SIPA-613,Glória e Vera Cruz,Aveiro,[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=613 SIPA],"Edifício na Rua Eça de Queirós, n.º 1 a 3","Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Edifício na Rua Eça de Queirós, n.º 1 a 3",[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q105853965&descriptionlang=pt&description=Edif%C3%ADcio%20na%20Rua%20E%C3%A7a%20de%20Queir%C3%B3s%2C%20n.%C2%BA%201%20a%203&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CEdif%C3%ADcio%20na%20Rua%20E%C3%A7a%20de%20Queir%C3%B3s%2C%20n.%C2%BA%201%20a%203]],edifício,Em estudo
http://www.wikidata.org/entity/Q74473682,"Edifício sito na Avenida Dr. Lourenço Peixinho,154-156, gaveto com a Rua do Engenheiro Oudinot, 7-11",DGPC-12496928,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/12496928 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=26581 SIPA],"Edifício sito na Avenida Dr. Lourenço Peixinho,154-156, gaveto com a Rua do Engenheiro Oudinot, 7-11","Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Edifício sito na Avenida Dr. Lourenço Peixinho,154-156, gaveto com a Rua do Engenheiro Oudinot, 7-11",[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q74473682&descriptionlang=pt&description=Edif%C3%ADcio%20sito%20na%20Avenida%20Dr.%20Louren%C3%A7o%20Peixinho%2C154-156%2C%20gaveto%20com%20a%20Rua%20do%20Engenheiro%20Oudinot%2C%207-11&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CEdif%C3%ADcio%20sito%20na%20Avenida%20Dr.%20Louren%C3%A7o%20Peixinho%2C154-156%2C%20gaveto%20com%20a%20Rua%20do%20Engenheiro%20Oudinot%2C%207-11]],edifício,Monumento de Interesse Público
http://www.wikidata.org/entity/Q9698172,Edifício «Arte Nova»,DGPC-73045,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73045 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=667 SIPA],Casa da Cooperativa Agrícola em Aveiro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa da Cooperativa Agrícola em Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q9698172&descriptionlang=pt&description=Edif%C3%ADcio%20%C2%ABArte%20Nova%C2%BB%20-%20edif%C3%ADcio%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20da%20Cooperativa%20Agr%C3%ADcola%20em%20Aveiro]],edifício,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q98348871,Escola Comercial e Industrial de Aveiro,DGPC-11634450,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/11634450 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=17453 SIPA],Escola Comercial e Industrial de Aveiro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Escola Comercial e Industrial de Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98348871&descriptionlang=pt&description=Escola%20Comercial%20e%20Industrial%20de%20Aveiro%20-%20Aveiro%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CEscola%20Comercial%20e%20Industrial%20de%20Aveiro]],escola secundária,sem protecção legal
http://www.wikidata.org/entity/Q73770534,Escola Secundária Homem Cristo,DGPC-17989540,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/17989540 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=20484 SIPA],Escola Secundária Homem Cristo,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Escola Secundária Homem Cristo,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q73770534&descriptionlang=pt&description=Escola%20Secund%C3%A1ria%20Homem%20Cristo&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CEscola%20Secund%C3%A1ria%20Homem%20Cristo]],edifício escolar,Incluído em sítio classificado
http://www.wikidata.org/entity/Q98706372,Farmácia Ala,DGPC-6873804,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/6873804 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=35913 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98706372&descriptionlang=pt&description=Farm%C3%A1cia%20Ala%20-%20Aveiro%20-%20Portugal%20-%20Arquitectura%20Civil%20%2F%20Edif%C3%ADcio&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],"farmácia, edifício",Em vias de classificação
http://www.wikidata.org/entity/Q66813024,Fundação João Jacinto Magalhães,DGPC-155611,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/155611 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=666 SIPA],Fundação João Jacinto Magalhães,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Fundação João Jacinto Magalhães,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813024&descriptionlang=pt&description=Funda%C3%A7%C3%A3o%20Jo%C3%A3o%20Jacinto%20Magalh%C3%A3es%20-%20casa%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CFunda%C3%A7%C3%A3o%20Jo%C3%A3o%20Jacinto%20Magalh%C3%A3es]],casa,"Em vias de classificação, Monumento de Interesse Municipal"
http://www.wikidata.org/entity/Q66813018,Igreja da Misericórdia de Aveiro,DGPC-73441,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73441 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=5173 SIPA],Igreja da Misericórdia de Aveiro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Igreja da Misericórdia de Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813018&descriptionlang=pt&description=Igreja%20da%20Miseric%C3%B3rdia%20de%20Aveiro%20-%20igreja%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CIgreja%20da%20Miseric%C3%B3rdia%20de%20Aveiro]],igreja,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q20978132,Igreja de São João Evangelista (Aveiro),DGPC-71150,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71150 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=1041 SIPA],Igreja das Carmelitas,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Igreja das Carmelitas,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q20978132&descriptionlang=pt&description=Igreja%20de%20S%C3%A3o%20Jo%C3%A3o%20Evangelista%20%28Aveiro%29%20-%20igreja%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CIgreja%20das%20Carmelitas]],igreja,Monumento Nacional
http://www.wikidata.org/entity/Q66813019,Igreja do Convento do Carmo,DGPC-74017,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74017 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=784 SIPA],Igreja do Convento do Carmo (Aveiro),Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Igreja do Convento do Carmo (Aveiro),[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813019&descriptionlang=pt&description=Igreja%20do%20Convento%20do%20Carmo%20-%20igreja%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CIgreja%20do%20Convento%20do%20Carmo%20%28Aveiro%29]],igreja,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q113304218,"Jazigo sito no Cemitério Antigo de Aveiro/Cemitério Central de Aveiro, com o nome de João Pedro Soares na fachada",DGPC-30583911,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/30583911 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q113304218&descriptionlang=pt&description=Jazigo%20sito%20no%20Cemit%C3%A9rio%20Antigo%20de%20Aveiro%2FCemit%C3%A9rio%20Central%20de%20Aveiro%2C%20com%20o%20nome%20de%20Jo%C3%A3o%20Pedro%20Soares%20na%20fachada%20-%20Aveiro%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],túmulo,sem protecção legal
http://www.wikidata.org/entity/Q10274434,Liceu Nacional de Aveiro,DGPC-11067817,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/11067817 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=25546 SIPA],Liceu Nacional de Aveiro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Liceu Nacional de Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10274434&descriptionlang=pt&description=Liceu%20Nacional%20de%20Aveiro%20-%20escola%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CLiceu%20Nacional%20de%20Aveiro]],escola secundária,sem protecção legal
http://www.wikidata.org/entity/Q10332621,"Mosteiro de Jesus, compreendendo o túmulo de Santa Joana",DGPC-71149,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71149 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=2255 SIPA],"Mosteiro de Jesus, compreendendo o túmulo de Santa Joana","Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Mosteiro de Jesus, compreendendo o túmulo de Santa Joana",[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10332621&descriptionlang=pt&description=Mosteiro%20de%20Jesus%2C%20compreendendo%20o%20t%C3%BAmulo%20de%20Santa%20Joana%20-%20antigo%20mosteiro%20e%20atual%20museu%2C%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CMosteiro%20de%20Jesus%2C%20compreendendo%20o%20t%C3%BAmulo%20de%20Santa%20Joana]],"antigo mosteiro, museu",Monumento Nacional
http://www.wikidata.org/entity/Q97098022,Muros do Canal Central de Aveiro,DGPC-17986247,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/17986247 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97098022&descriptionlang=pt&description=Muros%20do%20Canal%20Central%20de%20Aveiro%20-%20Aveiro%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],muro,sem protecção legal
http://www.wikidata.org/entity/Q66813032,Pensão Ferro,DGPC-6873445,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/6873445 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=609 SIPA],Pensão Ferro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Pensão Ferro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813032&descriptionlang=pt&description=Pens%C3%A3o%20Ferro%20-%20casa%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CPens%C3%A3o%20Ferro]],casa,"Em vias de classificação, Imóvel de Interesse Municipal"
http://www.wikidata.org/entity/Q98349128,Residência Florentino Vicente Ferreira,DGPC-6873419,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/6873419 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=610 SIPA],Residência Florentino Vicente Ferreira,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Residência Florentino Vicente Ferreira,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98349128&descriptionlang=pt&description=Resid%C3%AAncia%20Florentino%20Vicente%20Ferreira%20-%20Aveiro%20-%20Portugal%20-%20Arquitectura%20Civil%20%2F%20Casa&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CResid%C3%AAncia%20Florentino%20Vicente%20Ferreira]],casa,Monumento de Interesse Municipal
http://www.wikidata.org/entity/Q66813022,Residência Pompeu Figueiredo,DGPC-155607,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/155607 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=5336 SIPA],Residência Pompeu Figueiredo,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Residência Pompeu Figueiredo,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813022&descriptionlang=pt&description=Resid%C3%AAncia%20Pompeu%20Figueiredo%20-%20casa%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CResid%C3%AAncia%20Pompeu%20Figueiredo]],casa,"Em vias de classificação, Monumento de Interesse Municipal"
http://www.wikidata.org/entity/Q66813023,Residência Silva Rocha,DGPC-155608,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/155608 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=5337 SIPA],Residência Silva Rocha,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Residência Silva Rocha,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813023&descriptionlang=pt&description=Resid%C3%AAncia%20Silva%20Rocha%20-%20casa%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CResid%C3%AAncia%20Silva%20Rocha]],casa,Em vias de classificação
http://www.wikidata.org/entity/Q3663664,Sé de Aveiro,DGPC-73187,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73187 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=238 SIPA],Sé Catedral de Aveiro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Sé Catedral de Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q3663664&descriptionlang=pt&description=S%C3%A9%20de%20Aveiro%20-%20catedral%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CS%C3%A9%20Catedral%20de%20Aveiro]],catedral,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q10378809,Teatro Aveirense,DGPC-155610,Glória e Vera Cruz,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/155610 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=594 SIPA],Teatro Aveirense,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Teatro Aveirense,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10378809&descriptionlang=pt&description=Teatro%20Aveirense%20-%20teatro%20em%20Aveiro%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CTeatro%20Aveirense]],teatro,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q110160586,Tribunal Judicial de Aveiro,SIPA-16107,Glória e Vera Cruz,Aveiro,[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=16107 SIPA],Tribunal Judicial de Aveiro,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Tribunal Judicial de Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q110160586&descriptionlang=pt&description=Tribunal%20Judicial%20de%20Aveiro&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CTribunal%20Judicial%20de%20Aveiro]],tribunal,Incluído em sítio classificado
http://www.wikidata.org/entity/Q98444769,Árvore isolada em Jardim Infante D. Pedro,ICNF-KNJ1/016,Glória e Vera Cruz,Aveiro,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444769&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Jardim%20Infante%20D.%20Pedro%20-%20arauc%C3%A1ria-de-norfolk%20em%20Jardim%20Infante%20D.%20Pedro&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q39713792,Igreja do Convento de Santo António,DGPC-327669,Santa Joana,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/327669 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=655 SIPA],Igreja do Convento de Santo António (Aveiro),Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Igreja do Convento de Santo António (Aveiro),[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q39713792&descriptionlang=pt&description=Igreja%20do%20Convento%20de%20Santo%20Ant%C3%B3nio&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CIgreja%20do%20Convento%20de%20Santo%20Ant%C3%B3nio%20%28Aveiro%29]],"convento, igreja",Monumento Nacional
http://www.wikidata.org/entity/Q49330753,Mata de São Jacinto,DGPC-6874204,São Jacinto,Aveiro,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/6874204 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q49330753&descriptionlang=pt&description=Mata%20de%20S%C3%A3o%20Jacinto&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],floresta,sem protecção legal
http://www.wikidata.org/entity/Q105848873,Capela das Fontainhas,SIPA-247,Fornos,Castelo de Paiva,[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=247 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q105848873&descriptionlang=pt&description=Capela%20das%20Fontainhas&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],capela,Em estudo
http://www.wikidata.org/entity/Q98310065,Casa da Cardia,DGPC-6691587,Fornos,Castelo de Paiva,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/6691587 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=248 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98310065&descriptionlang=pt&description=Casa%20da%20Cardia%20-%20Castelo%20de%20Paiva%20-%20Portugal%20-%20Arquitectura%20Civil%20%2F%20Quinta&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],"quinta, casa",sem protecção legal
http://www.wikidata.org/entity/Q105855544,Quinta das Eirinhas,SIPA-35912,Fornos,Castelo de Paiva,[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=35912 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q105855544&descriptionlang=pt&description=Quinta%20das%20Eirinhas&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],quinta,Em estudo
http://www.wikidata.org/entity/Q10348176,Pelourinho de Raiva,DGPC-74433,"Raiva, Pedorido e Paraíso",Castelo de Paiva,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74433 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=6448 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10348176&descriptionlang=pt&description=Pelourinho%20de%20Raiva%20-%20pelourinho%20em%20Castelo%20de%20Paiva%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],pelourinho,Imóvel de Interesse Público
