item,itemLabel,idwlm,localLabel,municipioLabel,fonte,cat,cats,button,tipos,classes
http://www.wikidata.org/entity/Q9617529,Antigo Palace-Garage Hotel,DGPC-3720936,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/3720936 DGPC],Antigo Palace-Garage Hotel,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Antigo Palace-Garage Hotel,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q9617529&descriptionlang=pt&description=Antigo%20Palace-Garage%20Hotel%20-%20antigo%20hotel%20em%20Albergaria-a-Velha%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CAntigo%20Palace-Garage%20Hotel]],"hotel, garagem",sem protecção legal
http://www.wikidata.org/entity/Q96639916,CTT de Albergaria-a-Velha,DGPC-10949547,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/10949547 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=21164 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q96639916&descriptionlang=pt&description=CTT%20de%20Albergaria-a-Velha%20-%20Albergaria-a-Velha%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],posto de correio,sem protecção legal
http://www.wikidata.org/entity/Q94970844,Casa de Santa Cruz,DGPC-25721219,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/25721219 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q94970844&descriptionlang=pt&description=Casa%20de%20Santa%20Cruz%20-%20Albergaria-a-Velha%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],casa,Em estudo
http://www.wikidata.org/entity/Q17390038,Casa de Santo António,DGPC-72098,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72098 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=661 SIPA],Casa de Santo António (Albergaria-a-Velha),Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Casa de Santo António (Albergaria-a-Velha),[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q17390038&descriptionlang=pt&description=Casa%20de%20Santo%20Ant%C3%B3nio%20-%20edif%C3%ADcio%20em%20Albergaria-a-Velha%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CCasa%20de%20Santo%20Ant%C3%B3nio%20%28Albergaria-a-Velha%29]],casa,Monumento de Interesse Público
http://www.wikidata.org/entity/Q10323463,Mamoa de Açôres,DGPC-73814,Albergaria-a-Velha e Valmaior,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73814 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=776 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10323463&descriptionlang=pt&description=Mamoa%20de%20A%C3%A7%C3%B4res%20-%20monumento%20megal%C3%ADtico%20em%20Valmaior%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],mamoa,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q10348057,Pelourinho de Angeja,DGPC-73766,Angeja,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73766 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=220 SIPA],Pelourinho de Angeja,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Pelourinho de Angeja,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10348057&descriptionlang=pt&description=Pelourinho%20de%20Angeja%20-%20pelourinho%20em%20Angeja%2C%20munic%C3%ADpio%20de%20Albergaria-a-Velha%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CPelourinho%20de%20Angeja]],pelourinho,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q97362079,Calçada das Relvas,DGPC-18995019,Branca,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/18995019 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97362079&descriptionlang=pt&description=Cal%C3%A7ada%20das%20Relvas%20-%20Albergaria-a-Velha%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],passeio,sem protecção legal
http://www.wikidata.org/entity/Q97031915,Casa dos Bicos,DGPC-18994920,Branca,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/18994920 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97031915&descriptionlang=pt&description=Casa%20dos%20Bicos%20-%20Albergaria-a-Velha%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],casa,sem protecção legal
http://www.wikidata.org/entity/Q97362080,Quinta das Cavadas,DGPC-18994655,Branca,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/18994655 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97362080&descriptionlang=pt&description=Quinta%20das%20Cavadas%20-%20Albergaria-a-Velha%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],quinta,sem protecção legal
http://www.wikidata.org/entity/Q97068735,Lagar de azeite no Barro Negro,DGPC-22171284,Ribeira de Fráguas,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/22171284 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97068735&descriptionlang=pt&description=Lagar%20de%20azeite%20no%20Barro%20Negro%20-%20Albergaria-a-Velha%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],lagar de azeite,sem protecção legal
http://www.wikidata.org/entity/Q97084327,Mamoa do Castro,DGPC-21167060,Ribeira de Fráguas,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/21167060 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q97084327&descriptionlang=pt&description=Mamoa%20do%20Castro%20-%20Albergaria-a-Velha%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],"dólmen, mamoa",sem protecção legal
http://www.wikidata.org/entity/Q96359295,Ponte em Barro Negro,DGPC-22171356,Ribeira de Fráguas,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/22171356 DGPC],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q96359295&descriptionlang=pt&description=Ponte%20em%20Barro%20Negro%20-%20ponte%20em%20Albergaria-a-Velha%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],ponte,sem protecção legal
http://www.wikidata.org/entity/Q10348115,Pelourinho de Frossos,DGPC-73443,São João de Loure e Frossos,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73443 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=651 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10348115&descriptionlang=pt&description=Pelourinho%20de%20Frossos%20-%20pelourinho%20em%20Albergaria-a-Velha%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],pelourinho,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q98942407,Vila Francelina,DGPC-14057879,São João de Loure e Frossos,Albergaria-a-Velha,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/14057879 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=33750 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98942407&descriptionlang=pt&description=Vila%20Francelina%20-%20Albergaria-a-Velha%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],villa,Monumento de Interesse Municipal
http://www.wikidata.org/entity/Q98444762,Árvore isolada em Côja,ICNF-KNJ1/251,São João de Loure e Frossos,Albergaria-a-Velha,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444762&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20C%C3%B4ja%20-%20pl%C3%A1tano%20em%20C%C3%B4ja&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q98444763,Árvore isolada em Côja,ICNF-KNJ1/250,São João de Loure e Frossos,Albergaria-a-Velha,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444763&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20C%C3%B4ja%20-%20pl%C3%A1tano%20em%20C%C3%B4ja&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q96639838,CTT de Anadia,DGPC-10950320,Arcos e Mogofores,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/10950320 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=21167 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q96639838&descriptionlang=pt&description=CTT%20de%20Anadia%20-%20Anadia%20-%20Portugal%20-%20-&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],posto de correio,sem protecção legal
http://www.wikidata.org/entity/Q66813007,Capela de Nossa Senhora da Piedade (no interior da Igreja Paroquial de Nossa Senhora da Conceição),DGPC-155601,Arcos e Mogofores,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/155601 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=887 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813007&descriptionlang=pt&description=Capela%20de%20Nossa%20Senhora%20da%20Piedade%20%28no%20interior%20da%20Igreja%20Paroquial%20de%20Nossa%20Senhora%20da%20Concei%C3%A7%C3%A3o%29%20-%20capela%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],capela,Monumento de Interesse Público
http://www.wikidata.org/entity/Q66813004,Palácio da Graciosa,DGPC-72976,Arcos e Mogofores,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72976 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=785 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813004&descriptionlang=pt&description=Pal%C3%A1cio%20da%20Graciosa%20-%20solar%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],solar,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q10343945,Palácio dos Condes de Foz de Arouce,DGPC-19247380,Arcos e Mogofores,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/19247380 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=19793 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10343945&descriptionlang=pt&description=Pal%C3%A1cio%20dos%20Condes%20de%20Foz%20de%20Arouce%20-%20solar%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],solar,Em vias de classificação
http://www.wikidata.org/entity/Q66813003,Capela de Nossa Senhora das Neves e Fontanário,DGPC-72168,Avelãs de Cima,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72168 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=259 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813003&descriptionlang=pt&description=Capela%20de%20Nossa%20Senhora%20das%20Neves%20e%20Fontan%C3%A1rio%20-%20capela%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],"conjunto urbano, capela",Imóvel de Interesse Público
http://www.wikidata.org/entity/Q66813002,Casa de António Seabra,DGPC-71084,Sangalhos,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/71084 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=3975 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813002&descriptionlang=pt&description=Casa%20de%20Ant%C3%B3nio%20Seabra%20-%20casa%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],casa,Imóvel de Interesse Municipal
http://www.wikidata.org/entity/Q66813006,Capela de Nossa Senhora das Lezírias,DGPC-74896,São Lourenço do Bairro,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74896 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=778 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813006&descriptionlang=pt&description=Capela%20de%20Nossa%20Senhora%20das%20Lez%C3%ADrias%20-%20capela%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],capela,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q10348201,Pelourinho de São Lourenço do Bairro,DGPC-74895,São Lourenço do Bairro,Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74895 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=2386 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10348201&descriptionlang=pt&description=Pelourinho%20de%20S%C3%A3o%20Louren%C3%A7o%20do%20Bairro%20-%20pelourinho%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],pelourinho,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q66813005,Casa da Quinta do Tanque,DGPC-74434,"Tamengos, Aguim e Óis do Bairro",Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/74434 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=658 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813005&descriptionlang=pt&description=Casa%20da%20Quinta%20do%20Tanque%20-%20quinta%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],quinta,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q10343711,"Conjunto constituído pelo Palace Hotel da Curia, Chalet Navega ou Chalet das Rosas, Capela da Senhora do Livramento, Piscina Paraíso, garagem e jardins envolventes",DGPC-5085388,"Tamengos, Aguim e Óis do Bairro",Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/5085388 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=19811 SIPA],"Conjunto constituído pelo Palace Hotel da Curia, Chalet Navega ou Chalet das Rosas, Capela da Senhora do Livramento, Piscina Paraíso, garagem e jardins envolventes","Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Conjunto constituído pelo Palace Hotel da Curia, Chalet Navega ou Chalet das Rosas, Capela da Senhora do Livramento, Piscina Paraíso, garagem e jardins envolventes",[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10343711&descriptionlang=pt&description=Conjunto%20constitu%C3%ADdo%20pelo%20Palace%20Hotel%20da%20Curia%2C%20Chalet%20Navega%20ou%20Chalet%20das%20Rosas%2C%20Capela%20da%20Senhora%20do%20Livramento%2C%20Piscina%20Para%C3%ADso%2C%20garagem%20e%20jardins%20envolventes%20-%20conjunto%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CConjunto%20constitu%C3%ADdo%20pelo%20Palace%20Hotel%20da%20Curia%2C%20Chalet%20Navega%20ou%20Chalet%20das%20Rosas%2C%20Capela%20da%20Senhora%20do%20Livramento%2C%20Piscina%20Para%C3%ADso%2C%20garagem%20e%20jardins%20envolventes]],conjunto urbano,Conjunto de Interesse Público
http://www.wikidata.org/entity/Q66813009,Paço de Óis,DGPC-327698,"Tamengos, Aguim e Óis do Bairro",Anadia,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/327698 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=6453 SIPA],,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813009&descriptionlang=pt&description=Pa%C3%A7o%20de%20%C3%93is%20-%20pa%C3%A7o%20em%20Anadia%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],palácio,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q70874182,Termas da Curia,SIPA-26444,"Tamengos, Aguim e Óis do Bairro",Anadia,[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=26444 SIPA],Termas da Curia,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Termas da Curia,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q70874182&descriptionlang=pt&description=Termas%20da%20Curia%20-%20termas%20localizadas%20na%20Curia&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CTermas%20da%20Curia]],estância termal,Em estudo
http://www.wikidata.org/entity/Q98444785,Árvore isolada em Largo da Capela de Chipar,ICNF-KNJ1/304,Vilarinho do Bairro,Anadia,,,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q98444785&descriptionlang=pt&description=%C3%81rvore%20isolada%20em%20Largo%20da%20Capela%20de%20Chipar%20-%20sobreiro%20em%20Largo%20da%20Capela%20de%20Chipar&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro]],Árvore de Interesse Público,
http://www.wikidata.org/entity/Q10348209,Pelourinho de Trancoso,DGPC-72373,Alvarenga,Arouca,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/72373 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=226 SIPA],Pelourinho de Trancoso (Arouca),Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Pelourinho de Trancoso (Arouca),[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q10348209&descriptionlang=pt&description=Pelourinho%20de%20Trancoso%20-%20pelourinho%20em%20Arouca%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CPelourinho%20de%20Trancoso%20%28Arouca%29]],pelourinho,Imóvel de Interesse Público
http://www.wikidata.org/entity/Q66813013,Calvário de Arouca,DGPC-73210,Arouca e Burgo,Arouca,[http://www.patrimoniocultural.gov.pt/pt/patrimonio/patrimonio-imovel/pesquisa-do-patrimonio/classificado-ou-em-vias-de-classificacao/geral/view/73210 DGPC]<br>[http://www.monumentos.gov.pt/Site/APP_PagesUser/SIPA.aspx?id=642 SIPA],Alminhas de Arouca,Images from Wiki Loves Monuments 2022 in Portugal - Aveiro|Alminhas de Arouca,[[Imagem:Camera-photo_Upload.svg|x60px|sub|alt=Carregar foto|link=https://commons.wikimedia.org/wiki/special:uploadWizard?campaign=wlm-pt&id=Q66813013&descriptionlang=pt&description=Calv%C3%A1rio%20de%20Arouca%20-%20conjunto%20em%20Arouca%2C%20Portugal&categories=Images%20from%20Wiki%20Loves%20Monuments%202022%20in%20Portugal%20-%20Aveiro%7CAlminhas%20de%20Arouca]],sacro monte,Imóvel de Interesse Público
